sample_index,phase,cycle_time_fraction,mantle_radius_scale,mantle_radius_rate,cavity_volume_scale,cavity_volume_rate,funnel_aperture_scale,funnel_aperture_rate,phase_label,ramp_weight,driver_integration_enabled,actuation_enabled,scope_note
16,0.2,0.2,0.9090379008746355,-0.6286443148688079,0.7574344023323615,-1.6763848396501473,1.0,0.0,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
17,0.21250000000000002,0.21250000000000002,0.9012618440233235,-0.6122448979591795,0.7366982507288629,-1.6326530612244845,1.0,7.105427357601002e-15,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
18,0.225,0.225,0.893731778425656,-0.5892857142857224,0.7166180758017493,-1.57142857142858,1.0,-7.105427357601002e-15,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
19,0.23750000000000002,0.23750000000000002,0.8865297011661807,-0.5597667638483941,0.6974125364431485,-1.4927113702623842,1.0,7.105427357601002e-15,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
20,0.25,0.25,0.879737609329446,-0.5236880466472371,0.6793002915451896,-1.3965014577259502,1.0,-7.105427357601002e-15,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
21,0.2625,0.2625,0.8734375,-0.481049562682216,0.6624999999999999,-1.2827988338192498,1.0,0.0,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
22,0.275,0.275,0.8677113702623906,-0.43185131195335913,0.6472303206997083,-1.151603498542272,1.0,0.0,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
23,0.28750000000000003,0.28750000000000003,0.8626412172011662,-0.3760932944606381,0.633709912536443,-1.0029154518950385,1.0,0.0,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
24,0.30000000000000004,0.30000000000000004,0.8583090379008746,-0.31377551020408845,0.6221574344023323,-0.8367346938775562,1.0,-7.105427357601002e-15,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
25,0.3125,0.3125,0.8547968294460642,-0.24489795918366752,0.6127915451895043,-0.6530612244897931,1.0,7.105427357601002e-15,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
26,0.325,0.325,0.8521865889212827,-0.16946064139942507,0.6058309037900874,-0.4518950437317777,1.0,0.0,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
27,0.3375,0.3375,0.8505603134110786,-0.08746355685130425,0.6014941690962099,-0.23323615160349576,1.0,0.0,contraction+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
28,0.35000000000000003,0.35000000000000003,0.85,-0.015841075359851686,0.6,-0.042242867626274716,1.0,0.0,refill+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
29,0.36250000000000004,0.36250000000000004,0.8501642865270823,0.02594446973144926,0.600438097405553,0.06918525261720276,1.0,-5.154518950437364,refill+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
30,0.375,0.375,0.8506486117432863,0.05103550295859094,0.6017296313154301,0.13609467455621882,0.8711370262390669,-18.419825072886297,refill+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
31,0.3875,0.3875,0.8514401741010469,0.07510241238051663,0.6038404642694584,0.20027309968138596,0.5395043731778421,-20.845481049562657,refill+funnel_open,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
32,0.4,0.4,0.8525261720527992,0.09814519799726895,0.6067364588074647,0.26172052799271484,0.35,-7.580174927113676,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
33,0.41250000000000003,0.41250000000000003,0.8538938040509786,0.1201638598088337,0.6103834774692762,0.32043695949021256,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
34,0.42500000000000004,0.42500000000000004,0.8555302685480201,0.14115839781518957,0.6147473827947201,0.3764223941738756,0.35,-3.552713678800501e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
35,0.4375,0.4375,0.8574227639963586,0.1611288120163934,0.6197940373236231,0.42967683204370033,0.35,3.552713678800501e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
36,0.45,0.45,0.8595584888484297,0.18007510241237412,0.6254893035958125,0.4802002730996833,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
37,0.4625,0.4625,0.8619246415566681,0.1979972690031815,0.6317990441511152,0.527992717341828,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
38,0.47500000000000003,0.47500000000000003,0.8645084205735093,0.21489531178880839,0.6386891215293582,0.5730541647701415,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
39,0.48750000000000004,0.48750000000000004,0.8672970243513882,0.2307692307692264,0.6461253982703687,0.6153846153846061,0.35,-3.552713678800501e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
40,0.5,0.5,0.87027765134274,0.24561902594447105,0.6540737369139735,0.6549840691852538,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
41,0.5125000000000001,0.5125000000000001,0.8734375,0.2594446973145281,0.6625000000000001,0.6918525261720525,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
42,0.525,0.525,0.8767637687756031,0.2722462448793834,0.6713700500682749,0.7259899863450094,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
43,0.5375,0.5375,0.8802436561219845,0.28402366863905115,0.6806497496586253,0.7573964497041459,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
44,0.55,0.55,0.8838643604915795,0.2947769685935384,0.6903049613108785,0.7860719162494334,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
45,0.5625,0.5625,0.887613080336823,0.304506144742831,0.7003015475648612,0.8120163859808791,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
46,0.5750000000000001,0.5750000000000001,0.8914770141101502,0.313211197086936,0.7106053709604006,0.8352298588984972,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
47,0.5875,0.5875,0.8954433602639964,0.32089212562585345,0.7211822940373236,0.8557123350022771,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
48,0.6000000000000001,0.6000000000000001,0.8994993172507966,0.3275489303595762,0.7319981793354575,0.8734638142922151,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
49,0.6125,0.6125,0.9036320835229859,0.3331816112881185,0.743018889394629,0.8884842967683184,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
50,0.625,0.625,0.9078288575329996,0.33779016841147325,0.7542102867546654,0.9007737824305906,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
51,0.6375000000000001,0.6375000000000001,0.9120768377332726,0.3413746017296333,0.7655382339553938,0.9103322712790174,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
52,0.65,0.65,0.9163632225762404,0.3439349112426058,0.7769685935366408,0.917159763313613,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
53,0.6625000000000001,0.6625000000000001,0.9206752105143378,0.3454710969503907,0.7884672280382341,0.9212562585343633,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
54,0.675,0.675,0.925,0.3459831588529809,0.8,0.922621756941286,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
55,0.6875,0.6875,0.9293247894856622,0.3454710969503836,0.8115327719617661,0.9212562585343633,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
56,0.7000000000000001,0.7000000000000001,0.9336367774237597,0.3439349112426058,0.8230314064633591,0.9171597633136059,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
57,0.7125,0.7125,0.9379231622667273,0.3413746017296333,0.8344617660446063,0.9103322712790174,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
58,0.7250000000000001,0.7250000000000001,0.9421711424670005,0.33779016841146614,0.8457897132453347,0.9007737824305835,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
59,0.7375,0.7375,0.9463679164770141,0.3331816112881185,0.856981110605371,0.8884842967683184,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
60,0.75,0.75,0.9505006827492034,0.3275489303595833,0.8680018206645426,0.8734638142922151,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
61,0.7625000000000001,0.7625000000000001,0.9545566397360037,0.32089212562585345,0.8788177059626764,0.8557123350022735,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
62,0.775,0.775,0.9585229858898497,0.313211197086936,0.8893946290395994,0.8352298588985008,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
63,0.7875000000000001,0.7875000000000001,0.9623869196631771,0.3045061447428381,0.8996984524351389,0.8120163859808827,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
64,0.8,0.8,0.9661356395084206,0.2947769685935384,0.9096950386891216,0.7860719162494334,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
65,0.8125,0.8125,0.9697563438780155,0.28402366863905115,0.9193502503413746,0.7573964497041388,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
66,0.8250000000000001,0.8250000000000001,0.973236231224397,0.2722462448793834,0.9286299499317251,0.725989986345013,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
67,0.8375,0.8375,0.9765625,0.259444697314521,0.9375,0.6918525261720561,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
68,0.8500000000000001,0.8500000000000001,0.9797223486572599,0.24561902594447105,0.9459262630860265,0.6549840691852538,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
69,0.8625,0.8625,0.9827029756486118,0.2307692307692335,0.9538746017296313,0.6153846153846132,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
70,0.875,0.875,0.9854915794264907,0.21489531178880839,0.9613108784706418,0.5730541647701415,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
71,0.8875000000000001,0.8875000000000001,0.9880753584433318,0.1979972690031815,0.9682009558488849,0.5279927173418315,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
72,0.9,0.9,0.9904415111515703,0.18007510241237412,0.9745106964041875,0.48020027309967617,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
73,0.9125000000000001,0.9125000000000001,0.9925772360036413,0.1611288120163863,0.9802059626763769,0.4296768320437039,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
74,0.925,0.925,0.9944697314519799,0.14115839781520378,0.98525261720528,0.376422394173872,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
75,0.9375,0.9375,0.9961061959490214,0.12016385980884081,0.9896165225307236,0.320436959490209,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
76,0.9500000000000001,0.9500000000000001,0.9974738279472007,0.09814519799726895,0.9932635411925352,0.26172052799272194,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
77,0.9625,0.9625,0.9985598258989531,0.07510241238051663,0.9961595357305417,0.2002730996813895,0.35,1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
78,0.9750000000000001,0.9750000000000001,0.9993513882567137,0.05103550295857673,0.9982703686845699,0.1360946745562046,0.35,-1.7763568394002505e-15,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
79,0.9875,0.9875,0.9998357134729177,0.025944469731456365,0.999561902594447,0.06918525261720276,0.35,0.0,refill,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
80,1.0,1.0,1.0,0.013142922166586904,1.0,0.035047792444240625,0.35,0.0,cycle_endpoint,1.0,False,False,Step 32 schedule contract only; no driver integration and no moving wall velocity application
