actual,check,expected,pass,row_name
configs/step80_geometry_motion_interface_prescribed_diagnostic_only.json,geometry_motion_application_config_path_allowed_for_step90,configs/step80_geometry_motion_interface_prescribed_diagnostic_only.json,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
True,geometry_motion_interface_report_required_for_step90,True,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
True,geometry_motion_application_report_required_for_step90,True,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,geometry_mutation_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
True,wall_velocity_planned_for_step90,True,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
prescribed_kinematic,boundary_motion_mode_allowed_for_step90,prescribed_kinematic,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
configs/step34_boundary_motion_interface_prescribed_kinematic.json,boundary_motion_config_path_allowed_for_step90,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
True,boundary_motion_report_required_for_step90,True,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
solid_vel_experimental,wall_velocity_application_mode_allowed_for_step90,solid_vel_experimental,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
configs/step36_wall_velocity_application_solid_vel_experimental.json,wall_velocity_application_config_path_allowed_for_step90,configs/step36_wall_velocity_application_solid_vel_experimental.json,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
True,wall_velocity_application_report_required_for_step90,True,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
solid_vel,target_lbm_field_planned_for_step90,solid_vel,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
"[0.0, 0.0, 0.0]",target_u_lbm_allowed_for_step90,"[0.0, 0.0, 0.0]",True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
row_local_zero_background_flow_for_first_user_dry_run,target_u_lbm_policy,row_local_zero_background_flow_for_first_user_dry_run,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
True,combined_runtime_geometry_wall_velocity_planned_for_step90,True,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
3,planned_step90_activation_feature_count,3,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
0,step89_activation_feature_count,0,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,write_vtk_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,write_particles_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,real_geometry_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,real_geometry_candidate_data_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,link_area_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,grid_48_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,grid_64_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,vtr_output_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,particle_npy_output_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,dense_wall_velocity_output_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,dense_displacement_output_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,runtime_code_changed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,solver_behavior_changed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,solver_formula_change_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,tau_migration_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,physical_validation_claim_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,production_readiness_claim_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,real_squid_validation_claim_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,squid_swimming_claim_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
False,squid_actuation_claim_allowed,False,True,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run
