grid_size,phase,region_id,active_cell_count,sample_point_count,velocity_norm_min,velocity_norm_max,velocity_norm_mean,velocity_x_mean,velocity_y_mean,velocity_z_mean,displacement_norm_max,source_motion_model,source_motion_velocity_norm_max,mantle_radius_rate,volume_rate,aperture_rate,finite_pass,bounds_pass,diagnostic_only,apply_to_lbm,lbm_population_update_enabled,moving_bounceback_update_enabled,driver_integration_enabled,scope_note
32,0.0,mantle_outer,648,32768,0.001266052216990649,0.007765970249971208,0.005874407566989912,0.0,-2.0483336632715982e-05,2.6770424011987762e-21,0.0,radial_scale_proxy,0.007765970249971208,-0.04482507288630089,-0.11953352769679348,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,0.35,funnel_outlet_proxy,8,32768,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,aperture_scale_proxy,0.0,-0.015841075359851686,-0.042242867626274716,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,0.5,mantle_outer,648,32768,0.006937334226334669,0.04255364075257567,0.03218882138272776,-1.3706457094137734e-18,0.00011223846092970859,-1.0708169604795105e-19,0.02247447322582165,radial_scale_proxy,0.04255364075257568,0.24561902594447105,0.6549840691852538,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,0.5,mantle_cavity_proxy,100,32768,0.03274920345926269,0.03274920345926269,0.03274920345926269,0.0,0.03274920345926269,0.0,0.017296313154301326,volume_scale_proxy,0.0,0.24561902594447105,0.6549840691852538,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,0.5,funnel_outlet_proxy,8,32768,1.4210854715202004e-16,1.4210854715202004e-16,1.4210854715202004e-16,0.0,1.4210854715202004e-16,0.0,0.0,aperture_scale_proxy,0.0,0.24561902594447105,0.6549840691852538,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,0.75,mantle_outer,648,32768,0.009251385948809063,0.0567480448952,0.04292588480434651,0.0,0.00014967728041981183,1.0708169604795105e-20,0.008575785836168793,radial_scale_proxy,0.0567480448952,0.3275489303595833,0.8734638142922151,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,0.75,mantle_cavity_proxy,100,32768,0.04367319071461076,0.04367319071461076,0.04367319071461074,0.0,0.04367319071461074,0.0,0.006599908966772872,volume_scale_proxy,0.0,0.3275489303595833,0.8734638142922151,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,0.75,funnel_outlet_proxy,8,32768,1.4210854715202004e-16,1.4210854715202004e-16,1.4210854715202004e-16,0.0,1.4210854715202004e-16,0.0,0.0,aperture_scale_proxy,0.0,0.3275489303595833,0.8734638142922151,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,1.0,mantle_outer,648,32768,0.0003712124638134872,0.0022770189978786218,0.0017224039238841475,0.0,6.005810626535725e-06,-2.6770424011987762e-21,0.0,radial_scale_proxy,0.0022770189978786218,0.013142922166586904,0.035047792444240625,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,1.0,mantle_cavity_proxy,100,32768,0.0017523896222120313,0.0017523896222120313,0.0017523896222120313,0.0,0.0017523896222120313,0.0,0.0,volume_scale_proxy,0.0,0.013142922166586904,0.035047792444240625,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
32,1.0,funnel_outlet_proxy,8,32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aperture_scale_proxy,0.0,0.013142922166586904,0.035047792444240625,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.0,mantle_outer,2136,110592,0.0008736943614702289,0.0077669769267945,0.005829364214866239,2.0790693345040385e-18,-1.950098971281143e-05,2.3706263232098783e-18,0.0,radial_scale_proxy,0.007765970249971208,-0.04482507288630089,-0.11953352769679348,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.0,mantle_cavity_proxy,328,110592,0.005976676384839674,0.005976676384839674,0.005976676384839674,0.0,-0.005976676384839674,0.0,0.0,volume_scale_proxy,0.0,-0.04482507288630089,-0.11953352769679348,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.0,funnel_outlet_proxy,16,110592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aperture_scale_proxy,0.0,-0.04482507288630089,-0.11953352769679348,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.1,mantle_outer,2136,110592,0.010207307296200162,0.09074102312034811,0.0681040355834319,2.3285576546445232e-17,-0.00022782863591307235,2.780755234899151e-17,0.005152726156312038,radial_scale_proxy,0.09072926218868085,-0.52368804664723,-1.3965014577259538,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.1,mantle_cavity_proxy,328,110592,0.06982507288629769,0.06982507288629769,0.06982507288629769,0.0,-0.06982507288629769,0.0,0.003965014577259474,volume_scale_proxy,0.0,-0.52368804664723,-1.3965014577259538,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.1,funnel_outlet_proxy,16,110592,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,aperture_scale_proxy,0.0,-0.52368804664723,-1.3965014577259538,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.2,mantle_outer,2136,110592,0.012253030679154755,0.10892711543674416,0.0817532786231181,2.3285576546445232e-17,-0.0002734894898747754,3.390182433575648e-17,0.01576128000754273,radial_scale_proxy,0.10891299740812482,-0.6286443148688079,-1.6763848396501473,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.2,mantle_cavity_proxy,328,110592,0.08381924198250737,0.08381924198250737,0.08381924198250736,0.0,-0.08381924198250736,0.0,0.012128279883381927,volume_scale_proxy,0.0,-0.6286443148688079,-1.6763848396501473,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.2,funnel_outlet_proxy,16,110592,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,aperture_scale_proxy,0.0,-0.6286443148688079,-1.6763848396501473,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.35,mantle_outer,2136,110592,0.00030876153300705853,0.002744831383267704,0.0020600836068230925,5.197673336260096e-19,-6.891603911407104e-06,8.32439870260406e-19,0.02599095693551517,radial_scale_proxy,0.002744475626045374,-0.015841075359851686,-0.042242867626274716,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.35,mantle_cavity_proxy,328,110592,0.0021121433813137357,0.0021121433813137357,0.0021121433813137353,0.0,-0.0021121433813137353,0.0,0.020000000000000004,volume_scale_proxy,0.0,-0.015841075359851686,-0.042242867626274716,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.35,funnel_outlet_proxy,16,110592,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,aperture_scale_proxy,0.0,-0.015841075359851686,-0.042242867626274716,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.5,mantle_outer,2136,110592,0.0047874090150799836,0.042559156839106195,0.03194200629551188,-9.979532805619384e-18,0.00010685569012599906,-1.3166356269913856e-17,0.022477386516831517,radial_scale_proxy,0.04255364075257568,0.24561902594447105,0.6549840691852538,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.5,mantle_cavity_proxy,328,110592,0.03274920345926269,0.03274920345926269,0.03274920345926269,0.0,0.03274920345926269,0.0,0.017296313154301326,volume_scale_proxy,0.0,0.24561902594447105,0.6549840691852538,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.5,funnel_outlet_proxy,16,110592,1.4210854715202004e-16,1.4210854715202004e-16,1.4210854715202004e-16,0.0,1.4210854715202004e-16,0.0,0.0,aperture_scale_proxy,0.0,0.24561902594447105,0.6549840691852538,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.75,mantle_outer,2136,110592,0.006384320986753648,0.05675540095499992,0.042596740848566614,-1.1642788273222616e-17,0.00014249900580388686,-1.75096620515262e-17,0.008576897486685716,radial_scale_proxy,0.0567480448952,0.3275489303595833,0.8734638142922151,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.75,mantle_cavity_proxy,328,110592,0.04367319071461076,0.04367319071461076,0.04367319071461076,0.0,0.04367319071461076,0.0,0.006599908966772872,volume_scale_proxy,0.0,0.3275489303595833,0.8734638142922151,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,0.75,funnel_outlet_proxy,16,110592,1.4210854715202004e-16,1.4210854715202004e-16,1.4210854715202004e-16,0.0,1.4210854715202004e-16,0.0,0.0,aperture_scale_proxy,0.0,0.3275489303595833,0.8734638142922151,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,1.0,mantle_outer,2136,110592,0.00025617129545590505,0.0022773141602572527,0.0017091970012186736,-4.677906002634086e-19,5.717781889992693e-06,-7.00467695706927e-19,0.0,radial_scale_proxy,0.0022770189978786218,0.013142922166586904,0.035047792444240625,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,1.0,mantle_cavity_proxy,328,110592,0.0017523896222120313,0.0017523896222120313,0.0017523896222120317,0.0,0.0017523896222120317,0.0,0.0,volume_scale_proxy,0.0,0.013142922166586904,0.035047792444240625,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
48,1.0,funnel_outlet_proxy,16,110592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aperture_scale_proxy,0.0,0.013142922166586904,0.035047792444240625,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.0,mantle_outer,5056,262144,0.0006608698161400645,0.007769305510901743,0.005825890317582682,1.7566820009891717e-19,-1.0132777469601869e-05,2.0586117199091857e-21,0.0,radial_scale_proxy,0.007765970249971208,-0.04482507288630089,-0.11953352769679348,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.0,mantle_cavity_proxy,764,262144,0.005976676384839674,0.005976676384839674,0.005976676384839674,0.0,-0.005976676384839674,0.0,0.0,volume_scale_proxy,0.0,-0.04482507288630089,-0.11953352769679348,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.0,funnel_outlet_proxy,48,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aperture_scale_proxy,0.0,-0.04482507288630089,-0.11953352769679348,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.1,mantle_outer,5056,262144,0.007720893705635755,0.09076822779808878,0.06806345029565573,0.0,-0.00011838049775460902,-2.1958525012364646e-20,0.005154270973085623,radial_scale_proxy,0.09072926218868085,-0.52368804664723,-1.3965014577259538,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.1,mantle_cavity_proxy,764,262144,0.06982507288629769,0.06982507288629769,0.06982507288629769,0.0,-0.06982507288629769,0.0,0.003965014577259474,volume_scale_proxy,0.0,-0.52368804664723,-1.3965014577259538,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.1,funnel_outlet_proxy,48,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,aperture_scale_proxy,0.0,-0.52368804664723,-1.3965014577259538,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.2,mantle_outer,5056,262144,0.009268296201963643,0.10895977240897987,0.08170455933194627,0.0,-0.00014210602548830921,-8.783410004945859e-20,0.015766005329438403,radial_scale_proxy,0.10891299740812482,-0.6286443148688079,-1.6763848396501473,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.2,mantle_cavity_proxy,764,262144,0.08381924198250737,0.08381924198250737,0.08381924198250736,0.0,-0.08381924198250736,0.0,0.012128279883381927,volume_scale_proxy,0.0,-0.6286443148688079,-1.6763848396501473,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.2,funnel_outlet_proxy,48,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,aperture_scale_proxy,0.0,-0.6286443148688079,-1.6763848396501473,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.35,mantle_outer,5056,262144,0.00023354983910635238,0.002745654299415953,0.002058855939691334,0.0,-3.5808997323377122e-06,1.2008568366136916e-21,0.025998749173064287,radial_scale_proxy,0.002744475626045374,-0.015841075359851686,-0.042242867626274716,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.35,mantle_cavity_proxy,764,262144,0.0021121433813137357,0.0021121433813137357,0.0021121433813137353,0.0,-0.0021121433813137353,0.0,0.020000000000000004,volume_scale_proxy,0.0,-0.015841075359851686,-0.042242867626274716,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.35,funnel_outlet_proxy,48,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,aperture_scale_proxy,0.0,-0.015841075359851686,-0.042242867626274716,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.5,mantle_outer,5056,262144,0.003621236733471817,0.04257191631775113,0.031922971072319214,0.0,5.552256297515867e-05,-5.489631253091162e-20,0.022484125365872625,radial_scale_proxy,0.04255364075257568,0.24561902594447105,0.6549840691852538,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.5,mantle_cavity_proxy,764,262144,0.03274920345926269,0.03274920345926269,0.03274920345926269,0.0,0.03274920345926269,0.0,0.017296313154301326,volume_scale_proxy,0.0,0.24561902594447105,0.6549840691852538,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.5,funnel_outlet_proxy,48,262144,1.4210854715202004e-16,1.4210854715202004e-16,1.4210854715202004e-16,0.0,1.4210854715202004e-16,0.0,0.0,aperture_scale_proxy,0.0,0.24561902594447105,0.6549840691852538,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.75,mantle_outer,5056,262144,0.004829154476395012,0.05677241654882871,0.04257135614161267,0.0,7.404294534352295e-05,3.019297189200139e-20,0.008579468889609296,radial_scale_proxy,0.0567480448952,0.3275489303595833,0.8734638142922151,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.75,mantle_cavity_proxy,764,262144,0.04367319071461076,0.04367319071461076,0.04367319071461075,0.0,0.04367319071461075,0.0,0.006599908966772872,volume_scale_proxy,0.0,0.3275489303595833,0.8734638142922151,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,0.75,funnel_outlet_proxy,48,262144,1.4210854715202004e-16,1.4210854715202004e-16,1.4210854715202004e-16,0.0,1.4210854715202004e-16,0.0,0.0,aperture_scale_proxy,0.0,0.3275489303595833,0.8734638142922151,1.7763568394002505e-15,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,1.0,mantle_outer,5056,262144,0.00019377013792720333,0.0022779969120679967,0.0017081784381986352,8.783410004945859e-20,2.970978004924227e-06,-4.1172234398183714e-21,0.0,radial_scale_proxy,0.0022770189978786218,0.013142922166586904,0.035047792444240625,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,1.0,mantle_cavity_proxy,764,262144,0.0017523896222120313,0.0017523896222120313,0.0017523896222120313,0.0,0.0017523896222120313,0.0,0.0,volume_scale_proxy,0.0,0.013142922166586904,0.035047792444240625,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
64,1.0,funnel_outlet_proxy,48,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aperture_scale_proxy,0.0,0.013142922166586904,0.035047792444240625,0.0,True,True,True,False,False,False,False,Step 35 diagnostic wall velocity field only; no LBM population update
