sample_index,phase,region_id,motion_model,point_count,displacement_norm_min,displacement_norm_max,displacement_norm_mean,velocity_norm_min,velocity_norm_max,velocity_norm_mean,mantle_radius_scale,mantle_radius_rate,volume_scale,volume_rate,aperture_scale,aperture_rate,finite_pass,bounds_pass,driver_integration_enabled,lbm_wall_velocity_enabled,jet_model_enabled,actuation_enabled,scope_note
3,0.037500000000000006,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9952031705539358,-0.24489795918367463,0.9872084548104956,-0.6530612244897966,0.35,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
3,0.037500000000000006,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9952031705539358,-0.24489795918367463,0.9872084548104956,-0.6530612244897966,0.35,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
4,0.05,mantle_outer,radial_scale_proxy,648,0.00023468284997873708,0.0014395457048726054,0.0010889145733931713,0.00886236551893384,0.05436179174979415,0.041120852968926126,0.9916909620991253,-0.31377551020408134,0.9778425655976676,-0.8367346938775526,0.35,7.580174927113699,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
4,0.05,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9916909620991253,-0.31377551020408134,0.9778425655976676,-0.8367346938775526,0.35,7.580174927113699,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
4,0.05,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9916909620991253,-0.31377551020408134,0.9778425655976676,-0.8367346938775526,0.35,7.580174927113699,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
5,0.0625,mantle_outer,radial_scale_proxy,648,0.0003570421648525178,0.0021900983174459763,0.0016566545730076956,0.010622486893774276,0.06515838453633813,0.049287712269374485,0.9873587827988338,-0.3760932944606381,0.9662900874635568,-1.002915451895042,0.5395043731778424,20.845481049562675,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
5,0.0625,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9873587827988338,-0.3760932944606381,0.9662900874635568,-1.002915451895042,0.5395043731778424,20.845481049562675,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
5,0.0625,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9873587827988338,-0.3760932944606381,0.9662900874635568,-1.002915451895042,0.5395043731778424,20.845481049562675,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
6,0.07500000000000001,mantle_outer,radial_scale_proxy,648,0.0005002450223230953,0.003068505318281066,0.002321107380127539,0.01219733233442113,0.07481849387166785,0.05659490216977632,0.9822886297376093,-0.431851311953352,0.9527696793002915,-1.151603498542272,0.8711370262390672,18.419825072886287,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
6,0.07500000000000001,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9822886297376093,-0.431851311953352,0.9527696793002915,-1.151603498542272,0.8711370262390672,18.419825072886287,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
6,0.07500000000000001,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9822886297376093,-0.431851311953352,0.9527696793002915,-1.151603498542272,0.8711370262390672,18.419825072886287,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
7,0.08750000000000001,mantle_outer,radial_scale_proxy,648,0.0006619754732130466,0.0040605606642376765,0.0030715271272521065,0.0135869018408742,0.0833421197557821,0.06304242267013073,0.9765625,-0.481049562682216,0.9375,-1.2827988338192426,1.0,5.154518950437314,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
7,0.08750000000000001,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9765625,-0.481049562682216,0.9375,-1.2827988338192426,1.0,5.154518950437314,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
7,0.08750000000000001,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9765625,-0.481049562682216,0.9375,-1.2827988338192426,1.0,5.154518950437314,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
8,0.1,mantle_outer,radial_scale_proxy,648,0.000839917568344949,0.005152058312175611,0.003897167946880801,0.014791195413133488,0.09072926218868085,0.06863027377043769,0.970262390670554,-0.52368804664723,0.9206997084548105,-1.3965014577259538,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
8,0.1,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.970262390670554,-0.52368804664723,0.9206997084548105,-1.3965014577259538,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
8,0.1,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.970262390670554,-0.52368804664723,0.9206997084548105,-1.3965014577259538,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
9,0.1125,mantle_outer,radial_scale_proxy,648,0.0010317553585413857,0.006328792218954709,0.004787283971513058,0.015810213051199194,0.09697992117036537,0.07335845547069816,0.9634702988338192,-0.5597667638484012,0.9025874635568513,-1.4927113702623913,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
9,0.1125,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9634702988338192,-0.5597667638484012,0.9025874635568513,-1.4927113702623913,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
9,0.1125,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9634702988338192,-0.5597667638484012,0.9025874635568513,-1.4927113702623913,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
10,0.125,mantle_outer,radial_scale_proxy,648,0.0012351728946249276,0.007576556341434737,0.005731129333648249,0.016643954755070713,0.10209409670083196,0.07722696777090932,0.956268221574344,-0.5892857142857082,0.8833819241982507,-1.5714285714285623,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
10,0.125,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.956268221574344,-0.5892857142857082,0.8833819241982507,-1.5714285714285623,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
10,0.125,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.956268221574344,-0.5892857142857082,0.8833819241982507,-1.5714285714285623,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
11,0.1375,mantle_outer,radial_scale_proxy,648,0.001447854227418158,0.008881144636475536,0.006717958165785812,0.017292420524748855,0.10607178878008551,0.08023581067107488,0.9487381559766763,-0.6122448979591795,0.863301749271137,-1.632653061224488,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
11,0.1375,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9487381559766763,-0.6122448979591795,0.863301749271137,-1.632653061224488,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
11,0.1375,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9487381559766763,-0.6122448979591795,0.863301749271137,-1.632653061224488,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
12,0.15000000000000002,mantle_outer,radial_scale_proxy,648,0.001667483407743651,0.010228351060936888,0.007737024600425131,0.01775561036023301,0.10891299740812237,0.0823849841711921,0.9409620991253644,-0.6286443148687937,0.8425655976676384,-1.6763848396501402,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
12,0.15000000000000002,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9409620991253644,-0.6286443148687937,0.8425655976676384,-1.6763848396501402,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
12,0.15000000000000002,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9409620991253644,-0.6286443148687937,0.8425655976676384,-1.6763848396501402,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
13,0.1625,mantle_outer,radial_scale_proxy,648,0.0018917444864239895,0.011603969571678634,0.008777582770065642,0.018033524261524186,0.11061772258494866,0.08367448827126557,0.9330220481049563,-0.6384839650145864,0.8213921282798833,-1.70262390670554,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
13,0.1625,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9330220481049563,-0.6384839650145864,0.8213921282798833,-1.70262390670554,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
13,0.1625,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9330220481049563,-0.6384839650145864,0.8213921282798833,-1.70262390670554,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
14,0.17500000000000002,mantle_outer,radial_scale_proxy,648,0.002118321514281751,0.012993794125560577,0.00982888680720675,0.018126162228620575,0.11118596431055332,0.08410432297128698,0.9249999999999999,-0.6417638483964936,0.7999999999999999,-1.711370262390659,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
14,0.17500000000000002,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9249999999999999,-0.6417638483964936,0.7999999999999999,-1.711370262390659,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
14,0.17500000000000002,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9249999999999999,-0.6417638483964936,0.7999999999999999,-1.711370262390659,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
15,0.1875,mantle_outer,radial_scale_proxy,648,0.0023448985421395097,0.014383618679442501,0.010880190844347843,0.018033524261524186,0.11061772258494866,0.08367448827126557,0.9169779518950437,-0.6384839650145864,0.7786078717201166,-1.7026239067055435,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
15,0.1875,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9169779518950437,-0.6384839650145864,0.7786078717201166,-1.7026239067055435,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
15,0.1875,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9169779518950437,-0.6384839650145864,0.7786078717201166,-1.7026239067055435,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
16,0.2,mantle_outer,radial_scale_proxy,648,0.0025691596208198483,0.015759237190184246,0.011920749013988355,0.01775561036023341,0.10891299740812482,0.08238498417119396,0.9090379008746355,-0.6286443148688079,0.7574344023323615,-1.6763848396501473,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
16,0.2,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9090379008746355,-0.6286443148688079,0.7574344023323615,-1.6763848396501473,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
16,0.2,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9090379008746355,-0.6286443148688079,0.7574344023323615,-1.6763848396501473,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
17,0.21250000000000002,mantle_outer,radial_scale_proxy,648,0.0027887888011453445,0.017106443614645618,0.012939815448627687,0.017292420524748855,0.10607178878008551,0.08023581067107488,0.9012618440233235,-0.6122448979591795,0.7366982507288629,-1.6326530612244845,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
17,0.21250000000000002,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9012618440233235,-0.6122448979591795,0.7366982507288629,-1.6326530612244845,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
17,0.21250000000000002,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9012618440233235,-0.6122448979591795,0.7366982507288629,-1.6326530612244845,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
18,0.225,mantle_outer,radial_scale_proxy,648,0.0030014701339385716,0.018411031909686397,0.013926644280765236,0.016643954755071116,0.10209409670083441,0.07722696777091118,0.893731778425656,-0.5892857142857224,0.7166180758017493,-1.57142857142858,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
18,0.225,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.893731778425656,-0.5892857142857224,0.7166180758017493,-1.57142857142858,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
18,0.225,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.893731778425656,-0.5892857142857224,0.7166180758017493,-1.57142857142858,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
19,0.23750000000000002,mantle_outer,radial_scale_proxy,648,0.0032048876700221164,0.019658796032166442,0.014870489642900444,0.015810213051198993,0.09697992117036415,0.07335845547069723,0.8865297011661807,-0.5597667638483941,0.6974125364431485,-1.4927113702623842,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
19,0.23750000000000002,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.8865297011661807,-0.5597667638483941,0.6974125364431485,-1.4927113702623842,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
19,0.23750000000000002,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.8865297011661807,-0.5597667638483941,0.6974125364431485,-1.4927113702623842,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
20,0.25,mantle_outer,radial_scale_proxy,648,0.00339672546021855,0.020835529938945524,0.015760605667532682,0.014791195413133689,0.09072926218868209,0.06863027377043864,0.879737609329446,-0.5236880466472371,0.6793002915451896,-1.3965014577259502,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
20,0.25,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.879737609329446,-0.5236880466472371,0.6793002915451896,-1.3965014577259502,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
20,0.25,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.879737609329446,-0.5236880466472371,0.6793002915451896,-1.3965014577259502,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
21,0.2625,mantle_outer,radial_scale_proxy,648,0.0035746675553504524,0.021927027586883457,0.01658624648716138,0.0135869018408742,0.0833421197557821,0.06304242267013073,0.8734375,-0.481049562682216,0.6624999999999999,-1.2827988338192498,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
21,0.2625,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.8734375,-0.481049562682216,0.6624999999999999,-1.2827988338192498,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
21,0.2625,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.8734375,-0.481049562682216,0.6624999999999999,-1.2827988338192498,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
22,0.275,mantle_outer,radial_scale_proxy,648,0.0037363980062404037,0.022919082932840066,0.017336666234285945,0.012197332334421331,0.07481849387166908,0.05659490216977726,0.8677113702623906,-0.43185131195335913,0.6472303206997083,-1.151603498542272,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
22,0.275,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.8677113702623906,-0.43185131195335913,0.6472303206997083,-1.151603498542272,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
22,0.275,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.8677113702623906,-0.43185131195335913,0.6472303206997083,-1.151603498542272,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
23,0.28750000000000003,mantle_outer,radial_scale_proxy,648,0.003879600863710981,0.023797489933675156,0.01800111904140579,0.010622486893774276,0.06515838453633813,0.049287712269374485,0.8626412172011662,-0.3760932944606381,0.633709912536443,-1.0029154518950385,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
23,0.28750000000000003,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.8626412172011662,-0.3760932944606381,0.633709912536443,-1.0029154518950385,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
23,0.28750000000000003,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.8626412172011662,-0.3760932944606381,0.633709912536443,-1.0029154518950385,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
24,0.30000000000000004,mantle_outer,radial_scale_proxy,648,0.004001960178584762,0.024548042546248528,0.018568859041020312,0.008862365518934042,0.05436179174979538,0.041120852968927056,0.8583090379008746,-0.31377551020408845,0.6221574344023323,-0.8367346938775562,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
24,0.30000000000000004,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.8583090379008746,-0.31377551020408845,0.6221574344023323,-0.8367346938775562,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
24,0.30000000000000004,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.8583090379008746,-0.31377551020408845,0.6221574344023323,-0.8367346938775562,1.0,-7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
25,0.3125,mantle_outer,radial_scale_proxy,648,0.004101160001684326,0.025156534727420004,0.019029140365628937,0.0069169682098994215,0.04242871551203347,0.032094324268429404,0.8547968294460642,-0.24489795918366752,0.6127915451895043,-0.6530612244897931,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
25,0.3125,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.8547968294460642,-0.24489795918366752,0.6127915451895043,-0.6530612244897931,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
25,0.3125,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.8547968294460642,-0.24489795918366752,0.6127915451895043,-0.6530612244897931,1.0,7.105427357601002e-15,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
26,0.325,mantle_outer,radial_scale_proxy,648,0.0041748843838322535,0.025608760434049402,0.019371217147731077,0.0047862949666718215,0.029359155823061,0.022208126167888018,0.8521865889212827,-0.16946064139942507,0.6058309037900874,-0.4518950437317777,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
26,0.325,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.8521865889212827,-0.16946064139942507,0.6058309037900874,-0.4518950437317777,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
26,0.325,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.8521865889212827,-0.16946064139942507,0.6058309037900874,-0.4518950437317777,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
27,0.3375,mantle_outer,radial_scale_proxy,648,0.004220817375851119,0.025890513622996512,0.019584343519826127,0.002470345789249636,0.015153112682868128,0.01146225866729548,0.8505603134110786,-0.08746355685130425,0.6014941690962099,-0.23323615160349576,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
27,0.3375,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.8505603134110786,-0.08746355685130425,0.6014941690962099,-0.23323615160349576,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
27,0.3375,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.8505603134110786,-0.08746355685130425,0.6014941690962099,-0.23323615160349576,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
28,0.35000000000000003,mantle_outer,radial_scale_proxy,648,0.004236643028563499,0.025987588251121133,0.019657773614413485,0.0004474198765884311,0.002744475626045374,0.002076001821552187,0.85,-0.015841075359851686,0.6,-0.042242867626274716,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
28,0.35000000000000003,mantle_cavity_proxy,volume_scale_proxy,100,0.0,0.0,0.0,0.0,0.0,0.0,0.85,-0.015841075359851686,0.6,-0.042242867626274716,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
28,0.35000000000000003,funnel_outlet_proxy,aperture_scale_proxy,8,0.0,0.0,0.0,0.0,0.0,0.0,0.85,-0.015841075359851686,0.6,-0.042242867626274716,1.0,0.0,True,True,False,False,False,False,Step 33 motion diagnostics only; no driver integration and no LBM wall velocity application
