error,has_utf8_bom,pass,path,utf8_decodable
,False,True,baseline_tests/run_step19_long_run_summary.py,True
,False,True,baseline_tests/run_step19_long_squid_proxy_48_link_area.py,True
,False,True,baseline_tests/run_step19_regression_step18.py,True
,False,True,baseline_tests/run_step20_artifact_manifest.py,True
,False,True,baseline_tests/run_step20_driver_imported_geometry_modes.py,True
,False,True,baseline_tests/run_step20_imported_geometry_projection.py,True
,False,True,baseline_tests/run_step20_mesh_import_sanity.py,True
,False,True,baseline_tests/run_step20_voxel_import_sanity.py,True
,False,True,baseline_tests/run_step21_artifact_manifest.py,True
,False,True,baseline_tests/run_step21_imported_geometry_64_feasibility.py,True
,False,True,baseline_tests/run_step21_imported_geometry_projection_quality.py,True
,False,True,baseline_tests/run_step21_imported_geometry_scale_summary.py,True
,False,True,baseline_tests/run_step21_mesh_cube_48_modes.py,True
,False,True,baseline_tests/run_step21_mesh_ellipsoid_48_modes.py,True
,False,True,baseline_tests/run_step21_voxel_sphere_48_modes.py,True
,False,True,baseline_tests/run_step22_artifact_manifest.py,True
,False,True,baseline_tests/run_step22_bad_geometry_failure_checks.py,True
,False,True,baseline_tests/run_step22_driver_quality_gate_smoke.py,True
,False,True,baseline_tests/run_step22_mesh_quality_sanity.py,True
,False,True,baseline_tests/run_step22_sampling_resolution_sensitivity.py,True
,False,True,baseline_tests/run_step22_voxel_quality_sanity.py,True
,False,True,baseline_tests/run_step23_artifact_manifest.py,True
,False,True,baseline_tests/run_step23_quality_gated_imported_geometry_64_feasibility.py,True
,False,True,baseline_tests/run_step23_quality_gated_mesh_cube_48_modes.py,True
,False,True,baseline_tests/run_step23_quality_gated_mesh_ellipsoid_48_modes.py,True
,False,True,baseline_tests/run_step23_quality_gated_voxel_sphere_48_modes.py,True
,False,True,baseline_tests/run_step23_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step23_step21_vs_quality_gated_comparison.py,True
,False,True,baseline_tests/run_step24_artifact_manifest.py,True
,False,True,baseline_tests/run_step24_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step24_step23_prefix_comparison.py,True
,False,True,baseline_tests/run_step24_strict_imported_geometry_64_feasibility.py,True
,False,True,baseline_tests/run_step24_strict_mesh_cube_48_long.py,True
,False,True,baseline_tests/run_step24_strict_mesh_ellipsoid_48_long.py,True
,False,True,baseline_tests/run_step24_strict_non_strict_report_comparison.py,True
,False,True,baseline_tests/run_step24_strict_voxel_sphere_48_long.py,True
,False,True,baseline_tests/run_step24_timing_overhead_summary.py,True
,False,True,baseline_tests/run_step25_artifact_manifest.py,True
,False,True,baseline_tests/run_step25_candidate_manifest.py,True
,False,True,baseline_tests/run_step25_mesh_candidate_quality.py,True
,False,True,baseline_tests/run_step25_normalization_reports.py,True
,False,True,baseline_tests/run_step25_projection_smoke.py,True
,False,True,baseline_tests/run_step25_real_geometry_intake_smoke.py,True
,False,True,baseline_tests/run_step25_sampling_reproducibility.py,True
,False,True,baseline_tests/run_step25_step24_regression_guard.py,True
,False,True,baseline_tests/run_step25_voxel_candidate_quality.py,True
,False,True,baseline_tests/run_step26_artifact_manifest.py,True
,False,True,baseline_tests/run_step26_candidate_fingerprint_guard.py,True
,False,True,baseline_tests/run_step26_generate_driver_geometry_configs.py,True
,False,True,baseline_tests/run_step26_projection_scale_diagnostics.py,True
,False,True,baseline_tests/run_step26_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step26_short_driver_mesh_48_modes.py,True
,False,True,baseline_tests/run_step26_short_driver_summary.py,True
,False,True,baseline_tests/run_step26_short_driver_voxel_48_modes.py,True
,False,True,baseline_tests/run_step26_step25_projection_regression.py,True
,False,True,baseline_tests/run_step26_step25_regression_guard.py,True
,False,True,baseline_tests/run_step27_64_driver_mesh_feasibility.py,True
,False,True,baseline_tests/run_step27_64_driver_summary.py,True
,False,True,baseline_tests/run_step27_64_driver_voxel_feasibility.py,True
,False,True,baseline_tests/run_step27_artifact_manifest.py,True
,False,True,baseline_tests/run_step27_candidate_fingerprint_guard.py,True
,False,True,baseline_tests/run_step27_driver_projection_alignment.py,True
,False,True,baseline_tests/run_step27_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step27_step26_regression_guard.py,True
,False,True,baseline_tests/run_step28_64_transfer_pair_driver.py,True
,False,True,baseline_tests/run_step28_area_scale_envelope.py,True
,False,True,baseline_tests/run_step28_artifact_manifest.py,True
,False,True,baseline_tests/run_step28_candidate_fingerprint_guard.py,True
,False,True,baseline_tests/run_step28_engineering_vs_link_area_comparison.py,True
,False,True,baseline_tests/run_step28_force_reaction_diagnostics.py,True
,False,True,baseline_tests/run_step28_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step28_step27_prefix_regression.py,True
,False,True,baseline_tests/run_step28_step27_regression_guard.py,True
,False,True,baseline_tests/run_step29_64_stability_driver.py,True
,False,True,baseline_tests/run_step29_area_scale_envelope.py,True
,False,True,baseline_tests/run_step29_artifact_manifest.py,True
,False,True,baseline_tests/run_step29_candidate_fingerprint_guard.py,True
,False,True,baseline_tests/run_step29_engineering_vs_link_area_envelope.py,True
,False,True,baseline_tests/run_step29_force_reaction_envelope.py,True
,False,True,baseline_tests/run_step29_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step29_stability_envelope_summary.py,True
,False,True,baseline_tests/run_step29_step28_prefix_regression.py,True
,False,True,baseline_tests/run_step29_step28_regression_guard.py,True
,False,True,baseline_tests/run_step30_artifact_manifest.py,True
,False,True,baseline_tests/run_step30_region_mask_sampling.py,True
,False,True,baseline_tests/run_step30_region_overlap_diagnostics.py,True
,False,True,baseline_tests/run_step30_region_projection_smoke.py,True
,False,True,baseline_tests/run_step30_region_quality.py,True
,False,True,baseline_tests/run_step30_region_schema_validation.py,True
,False,True,baseline_tests/run_step30_step29_regression_guard.py,True
,False,True,baseline_tests/run_step31_artifact_manifest.py,True
,False,True,baseline_tests/run_step31_engineering_vs_link_area_static_comparison.py,True
,False,True,baseline_tests/run_step31_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step31_region_driver_alignment.py,True
,False,True,baseline_tests/run_step31_region_projection_scale.py,True
,False,True,baseline_tests/run_step31_static_driver_smoke.py,True
,False,True,baseline_tests/run_step31_step30_regression_guard.py,True
,False,True,baseline_tests/run_step32_artifact_manifest.py,True
,False,True,baseline_tests/run_step32_generate_kinematics_schedule.py,True
,False,True,baseline_tests/run_step32_region_mapping_validation.py,True
,False,True,baseline_tests/run_step32_schedule_config_validation.py,True
,False,True,baseline_tests/run_step32_schedule_envelope_summary.py,True
,False,True,baseline_tests/run_step32_schedule_quality.py,True
,False,True,baseline_tests/run_step32_schedule_repeatability.py,True
,False,True,baseline_tests/run_step32_step31_regression_guard.py,True
,False,True,baseline_tests/run_step33_artifact_manifest.py,True
,False,True,baseline_tests/run_step33_generate_motion_mapping.py,True
,False,True,baseline_tests/run_step33_motion_grid_diagnostics.py,True
,False,True,baseline_tests/run_step33_motion_mapping_config_validation.py,True
,False,True,baseline_tests/run_step33_motion_quality.py,True
,False,True,baseline_tests/run_step33_motion_repeatability.py,True
,False,True,baseline_tests/run_step33_schedule_motion_consistency.py,True
,False,True,baseline_tests/run_step33_step32_regression_guard.py,True
,False,True,baseline_tests/run_step34_artifact_manifest.py,True
,False,True,baseline_tests/run_step34_boundary_motion_config_validation.py,True
,False,True,baseline_tests/run_step34_boundary_motion_interface_report.py,True
,False,True,baseline_tests/run_step34_noop_state_guard.py,True
,False,True,baseline_tests/run_step34_prescribed_interface_noop_smoke.py,True
,False,True,baseline_tests/run_step34_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step34_static_driver_regression.py,True
,False,True,baseline_tests/run_step34_step31_static_comparison.py,True
,False,True,baseline_tests/run_step34_step33_regression_guard.py,True
,False,True,baseline_tests/run_step35_artifact_manifest.py,True
,False,True,baseline_tests/run_step35_generate_wall_velocity_field.py,True
,False,True,baseline_tests/run_step35_grid_coverage_diagnostics.py,True
,False,True,baseline_tests/run_step35_motion_velocity_consistency.py,True
,False,True,baseline_tests/run_step35_no_lbm_update_guard.py,True
,False,True,baseline_tests/run_step35_step34_regression_guard.py,True
,False,True,baseline_tests/run_step35_wall_velocity_config_validation.py,True
,False,True,baseline_tests/run_step35_wall_velocity_quality.py,True
,False,True,baseline_tests/run_step35_wall_velocity_repeatability.py,True
,False,True,baseline_tests/run_step36_artifact_manifest.py,True
,False,True,baseline_tests/run_step36_experimental_application_smoke.py,True
,False,True,baseline_tests/run_step36_mass_force_stability_diagnostics.py,True
,False,True,baseline_tests/run_step36_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step36_static_regression_smoke.py,True
,False,True,baseline_tests/run_step36_static_vs_experimental_comparison.py,True
,False,True,baseline_tests/run_step36_step35_regression_guard.py,True
,False,True,baseline_tests/run_step36_wall_velocity_application_config_validation.py,True
,False,True,baseline_tests/run_step36_wall_velocity_application_quality.py,True
,False,True,baseline_tests/run_step36_wall_velocity_application_report.py,True
,False,True,baseline_tests/run_step37_application_envelope_summary.py,True
,False,True,baseline_tests/run_step37_application_window_driver.py,True
,False,True,baseline_tests/run_step37_artifact_manifest.py,True
,False,True,baseline_tests/run_step37_engineering_vs_link_area_envelope.py,True
,False,True,baseline_tests/run_step37_mass_force_bounceback_envelope.py,True
,False,True,baseline_tests/run_step37_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step37_static_vs_experimental_envelope.py,True
,False,True,baseline_tests/run_step37_step36_regression_guard.py,True
,False,True,baseline_tests/run_step37_wall_velocity_timeseries_quality.py,True
,False,True,baseline_tests/run_step38_artifact_manifest.py,True
,False,True,baseline_tests/run_step38_cycle_driver.py,True
,False,True,baseline_tests/run_step38_cycle_proxy_diagnostics.py,True
,False,True,baseline_tests/run_step38_engineering_vs_link_area_cycle_comparison.py,True
,False,True,baseline_tests/run_step38_force_impulse_proxy_summary.py,True
,False,True,baseline_tests/run_step38_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step38_static_vs_experimental_cycle_comparison.py,True
,False,True,baseline_tests/run_step38_step37_regression_guard.py,True
,False,True,baseline_tests/run_step38_tethered_no_free_body_guard.py,True
,False,True,baseline_tests/run_step38_wall_velocity_cycle_quality.py,True
,False,True,baseline_tests/run_step39_artifact_manifest.py,True
,False,True,baseline_tests/run_step39_cycle_to_cycle_drift_summary.py,True
,False,True,baseline_tests/run_step39_engineering_vs_link_area_multicycle_comparison.py,True
,False,True,baseline_tests/run_step39_force_impulse_multicycle_summary.py,True
,False,True,baseline_tests/run_step39_multicycle_driver.py,True
,False,True,baseline_tests/run_step39_multicycle_proxy_diagnostics.py,True
,False,True,baseline_tests/run_step39_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step39_static_vs_experimental_multicycle_comparison.py,True
,False,True,baseline_tests/run_step39_step38_regression_guard.py,True
,False,True,baseline_tests/run_step39_tethered_no_free_body_guard.py,True
,False,True,baseline_tests/run_step39_wall_velocity_multicycle_quality.py,True
,False,True,baseline_tests/run_step40_artifact_manifest.py,True
,False,True,baseline_tests/run_step40_cap_saturation_diagnostics.py,True
,False,True,baseline_tests/run_step40_engineering_vs_link_area_parameter_comparison.py,True
,False,True,baseline_tests/run_step40_force_impulse_parameter_response.py,True
,False,True,baseline_tests/run_step40_parameter_config_validation.py,True
,False,True,baseline_tests/run_step40_parameter_sensitivity_summary.py,True
,False,True,baseline_tests/run_step40_parameter_sweep_driver.py,True
,False,True,baseline_tests/run_step40_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step40_static_vs_parameter_comparison.py,True
,False,True,baseline_tests/run_step40_step39_regression_guard.py,True
,False,True,baseline_tests/run_step40_tethered_no_free_body_guard.py,True
,False,True,baseline_tests/run_step41_64_feasibility_summary.py,True
,False,True,baseline_tests/run_step41_64_selected_parameter_driver.py,True
,False,True,baseline_tests/run_step41_artifact_manifest.py,True
,False,True,baseline_tests/run_step41_cycle_proxy_64_diagnostics.py,True
,False,True,baseline_tests/run_step41_engineering_vs_link_area_64_comparison.py,True
,False,True,baseline_tests/run_step41_force_impulse_64_summary.py,True
,False,True,baseline_tests/run_step41_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step41_selected_parameter_config_validation.py,True
,False,True,baseline_tests/run_step41_static_vs_experimental_64_comparison.py,True
,False,True,baseline_tests/run_step41_step40_regression_guard.py,True
,False,True,baseline_tests/run_step41_tethered_no_free_body_guard.py,True
,False,True,baseline_tests/run_step41_wall_velocity_64_quality.py,True
,False,True,baseline_tests/run_step42_artifact_manifest.py,True
,False,True,baseline_tests/run_step42_cycle_closure_diagnostics.py,True
,False,True,baseline_tests/run_step42_displacement_config_validation.py,True
,False,True,baseline_tests/run_step42_displacement_quality.py,True
,False,True,baseline_tests/run_step42_displacement_repeatability.py,True
,False,True,baseline_tests/run_step42_generate_geometry_displacement.py,True
,False,True,baseline_tests/run_step42_grid_displacement_diagnostics.py,True
,False,True,baseline_tests/run_step42_motion_displacement_consistency.py,True
,False,True,baseline_tests/run_step42_no_driver_update_guard.py,True
,False,True,baseline_tests/run_step42_schedule_displacement_consistency.py,True
,False,True,baseline_tests/run_step42_step41_regression_guard.py,True
,False,True,baseline_tests/run_step43_artifact_manifest.py,True
,False,True,baseline_tests/run_step43_diagnostic_geometry_motion_noop_smoke.py,True
,False,True,baseline_tests/run_step43_geometry_motion_config_validation.py,True
,False,True,baseline_tests/run_step43_geometry_motion_interface_report.py,True
,False,True,baseline_tests/run_step43_no_geometry_state_mutation_guard.py,True
,False,True,baseline_tests/run_step43_quality_report_aggregation.py,True
,False,True,baseline_tests/run_step43_static_driver_regression.py,True
,False,True,baseline_tests/run_step43_static_vs_diagnostic_noop_comparison.py,True
,False,True,baseline_tests/run_step43_step42_regression_guard.py,True
,False,True,baseline_tests/run_step44_artifact_manifest.py,True
,False,True,baseline_tests/run_step44_cycle_phase_closure.py,True
,False,True,baseline_tests/run_step44_diagnostic_update_config_validation.py,True
,False,True,baseline_tests/run_step44_optional_1step_driver_smoke.py,True
,False,True,baseline_tests/run_step44_original_vs_displaced_comparison.py,True
,False,True,baseline_tests/run_step44_projection_only_smoke.py,True
,False,True,baseline_tests/run_step44_runtime_copy_quality.py,True
,False,True,baseline_tests/run_step44_runtime_displaced_copy.py,True
,False,True,baseline_tests/run_step44_state_mutation_guard.py,True
,False,True,baseline_tests/run_step44_step43_regression_guard.py,True
,False,True,baseline_tests/run_step45_artifact_manifest.py,True
,False,True,baseline_tests/run_step45_original_vs_runtime_projection_comparison.py,True
,False,True,baseline_tests/run_step45_projection_integration_config_validation.py,True
,False,True,baseline_tests/run_step45_projection_phase_closure.py,True
,False,True,baseline_tests/run_step45_runtime_projection_integration.py,True
,False,True,baseline_tests/run_step45_runtime_projection_quality.py,True
,False,True,baseline_tests/run_step45_runtime_projection_state_guard.py,True
,False,True,baseline_tests/run_step45_step44_projection_alignment.py,True
,False,True,baseline_tests/run_step45_step44_regression_guard.py,True
,False,True,baseline_tests/run_step45_ultrashort_projection_driver_smoke.py,True
,False,True,baseline_tests/run_step46_artifact_manifest.py,True
,False,True,baseline_tests/run_step46_component_effect_comparison.py,True
,False,True,baseline_tests/run_step46_coupling_smoke_config_validation.py,True
,False,True,baseline_tests/run_step46_coupling_smoke_quality.py,True
,False,True,baseline_tests/run_step46_mass_force_bounceback_diagnostics.py,True
,False,True,baseline_tests/run_step46_one_step_coupling_smoke_matrix.py,True
,False,True,baseline_tests/run_step46_state_mutation_guard.py,True
,False,True,baseline_tests/run_step46_step45_regression_guard.py,True
,False,True,baseline_tests/run_step47_artifact_manifest.py,True
,False,True,baseline_tests/run_step47_component_effect_envelope.py,True
,False,True,baseline_tests/run_step47_mass_force_bounceback_envelope.py,True
,False,True,baseline_tests/run_step47_phase_progression_diagnostics.py,True
,False,True,baseline_tests/run_step47_short_step_config_validation.py,True
,False,True,baseline_tests/run_step47_short_step_envelope_matrix.py,True
,False,True,baseline_tests/run_step47_short_step_envelope_quality.py,True
,False,True,baseline_tests/run_step47_state_mutation_guard.py,True
,False,True,baseline_tests/run_step47_step46_regression_guard.py,True
,False,True,baseline_tests/run_step48_10step_config_validation.py,True
,False,True,baseline_tests/run_step48_10step_envelope_matrix.py,True
,False,True,baseline_tests/run_step48_10step_envelope_quality.py,True
,False,True,baseline_tests/run_step48_artifact_manifest.py,True
,False,True,baseline_tests/run_step48_component_effect_10step_envelope.py,True
,False,True,baseline_tests/run_step48_mass_force_bounceback_10step_envelope.py,True
,False,True,baseline_tests/run_step48_phase_progression_10step_diagnostics.py,True
,False,True,baseline_tests/run_step48_state_mutation_guard.py,True
,False,True,baseline_tests/run_step48_step47_prefix_comparison.py,True
,False,True,baseline_tests/run_step48_step47_regression_guard.py,True
,False,True,baseline_tests/run_step49_20step_config_validation.py,True
,False,True,baseline_tests/run_step49_20step_envelope_matrix.py,True
,False,True,baseline_tests/run_step49_20step_envelope_quality.py,True
,False,True,baseline_tests/run_step49_artifact_manifest.py,True
,False,True,baseline_tests/run_step49_component_effect_20step_envelope.py,True
,False,True,baseline_tests/run_step49_early_refill_transition_diagnostics.py,True
,False,True,baseline_tests/run_step49_mass_force_bounceback_20step_envelope.py,True
,False,True,baseline_tests/run_step49_phase_progression_20step_diagnostics.py,True
,False,True,baseline_tests/run_step49_state_mutation_guard.py,True
,False,True,baseline_tests/run_step49_step48_prefix_comparison.py,True
,False,True,baseline_tests/run_step49_step48_regression_guard.py,True
,False,True,baseline_tests/run_step4_shared_domain.py,True
,False,True,baseline_tests/run_step4_time_sync_dummy.py,True
,False,True,baseline_tests/run_step4_units_consistency.py,True
,False,True,baseline_tests/run_step50_artifact_manifest.py,True
,False,True,baseline_tests/run_step50_component_effect_one_cycle_envelope.py,True
,False,True,baseline_tests/run_step50_contraction_refill_segment_diagnostics.py,True
,False,True,baseline_tests/run_step50_cycle_closure_diagnostics.py,True
,False,True,baseline_tests/run_step50_mass_force_bounceback_one_cycle_envelope.py,True
,False,True,baseline_tests/run_step50_one_cycle_config_validation.py,True
,False,True,baseline_tests/run_step50_one_cycle_envelope_matrix.py,True
,False,True,baseline_tests/run_step50_one_cycle_envelope_quality.py,True
,False,True,baseline_tests/run_step50_phase_progression_one_cycle_diagnostics.py,True
,False,True,baseline_tests/run_step50_state_mutation_guard.py,True
,False,True,baseline_tests/run_step50_step49_prefix_comparison.py,True
,False,True,baseline_tests/run_step50_step49_regression_guard.py,True
,False,True,baseline_tests/run_step51_artifact_manifest.py,True
,False,True,baseline_tests/run_step51_component_effect_by_transfer.py,True
,False,True,baseline_tests/run_step51_cycle_closure_by_transfer.py,True
,False,True,baseline_tests/run_step51_engineering_vs_link_area_comparison.py,True
,False,True,baseline_tests/run_step51_link_area_envelope.py,True
,False,True,baseline_tests/run_step51_mass_force_bounceback_transfer_envelope.py,True
,False,True,baseline_tests/run_step51_state_mutation_guard.py,True
,False,True,baseline_tests/run_step51_step50_engineering_prefix_comparison.py,True
,False,True,baseline_tests/run_step51_step50_regression_guard.py,True
,False,True,baseline_tests/run_step51_transfer_comparison_matrix.py,True
,False,True,baseline_tests/run_step51_transfer_config_validation.py,True
,False,True,baseline_tests/run_step51_transfer_envelope_quality.py,True
,False,True,baseline_tests/run_step52_48_config_validation.py,True
,False,True,baseline_tests/run_step52_48_feasibility_matrix.py,True
,False,True,baseline_tests/run_step52_48_feasibility_quality.py,True
,False,True,baseline_tests/run_step52_48_vs_step51_engineering_scaling_comparison.py,True
,False,True,baseline_tests/run_step52_artifact_manifest.py,True
,False,True,baseline_tests/run_step52_cycle_closure.py,True
,False,True,baseline_tests/run_step52_mass_force_bounceback_envelope.py,True
,False,True,baseline_tests/run_step52_state_mutation_guard.py,True
,False,True,baseline_tests/run_step52_step51_regression_guard.py,True
,False,True,baseline_tests/run_step53_active_cell_semantics_audit.py,True
,False,True,baseline_tests/run_step53_applied_wall_support_scaling_audit.py,True
,False,True,baseline_tests/run_step53_artifact_manifest.py,True
,False,True,baseline_tests/run_step53_bounceback_support_scaling_audit.py,True
,False,True,baseline_tests/run_step53_metric_claim_guard.py,True
,False,True,baseline_tests/run_step53_phasewise_support_scaling_audit.py,True
,False,True,baseline_tests/run_step53_reference_artifact_validation.py,True
,False,True,baseline_tests/run_step53_step52_regression_guard.py,True
,False,True,baseline_tests/run_step54_artifact_manifest.py,True
,False,True,baseline_tests/run_step54_claim_guard.py,True
,False,True,baseline_tests/run_step54_lbm_relaxation_semantics_audit.py,True
,False,True,baseline_tests/run_step54_proxy_diagnostic_truthfulness_audit.py,True
,False,True,baseline_tests/run_step54_repository_evidence_index.py,True
,False,True,baseline_tests/run_step54_state_guard_truthfulness_audit.py,True
,False,True,baseline_tests/run_step54_step53_regression_guard.py,True
,False,True,baseline_tests/run_step54_test_strength_audit.py,True
,False,True,baseline_tests/run_step55_artifact_manifest.py,True
,False,True,baseline_tests/run_step55_code_layout_audit.py,True
,False,True,baseline_tests/run_step55_compatibility_shim_audit.py,True
,False,True,baseline_tests/run_step55_import_boundary_audit.py,True
,False,True,baseline_tests/run_step55_step54_regression_guard.py,True
,False,True,baseline_tests/run_step55_test_strength_enum_audit.py,True
,False,True,baseline_tests/run_step56_artifact_manifest.py,True
,False,True,baseline_tests/run_step56_behavior_preservation_audit.py,True
,False,True,baseline_tests/run_step56_canonical_runtime_migration_audit.py,True
,False,True,baseline_tests/run_step56_import_execution_audit.py,True
,False,True,baseline_tests/run_step56_legacy_shim_audit.py,True
,False,True,baseline_tests/run_step56_step55_regression_guard.py,True
,False,True,baseline_tests/run_step57_artifact_manifest.py,True
,False,True,baseline_tests/run_step57_behavior_preservation_audit.py,True
,False,True,baseline_tests/run_step57_driver_support_migration_audit.py,True
,False,True,baseline_tests/run_step57_import_execution_audit.py,True
,False,True,baseline_tests/run_step57_legacy_shim_audit.py,True
,False,True,baseline_tests/run_step57_src_init_export_audit.py,True
,False,True,baseline_tests/run_step57_step56_regression_guard.py,True
,False,True,baseline_tests/run_step58_artifact_manifest.py,True
,False,True,baseline_tests/run_step58_behavior_preservation_audit.py,True
,False,True,baseline_tests/run_step58_fsidriver_migration_audit.py,True
,False,True,baseline_tests/run_step58_import_execution_audit.py,True
,False,True,baseline_tests/run_step58_legacy_shim_audit.py,True
,False,True,baseline_tests/run_step58_optional_bridge_audit.py,True
,False,True,baseline_tests/run_step58_step57_regression_guard.py,True
,False,True,baseline_tests/run_step59_artifact_manifest.py,True
,False,True,baseline_tests/run_step59_canonical_driver_smoke_matrix.py,True
,False,True,baseline_tests/run_step59_canonical_driver_smoke_quality.py,True
,False,True,baseline_tests/run_step59_geo_path_naming_audit.py,True
,False,True,baseline_tests/run_step59_output_guard.py,True
,False,True,baseline_tests/run_step59_step58_regression_guard.py,True
,False,True,baseline_tests/run_step5_dynamic_solid_mask_dryrun.py,True
,False,True,baseline_tests/run_step5_projection_after_mpm_motion.py,True
,False,True,baseline_tests/run_step5_projection_moving_block.py,True
,False,True,baseline_tests/run_step5_projection_static_block.py,True
,False,True,baseline_tests/run_step60_artifact_manifest.py,True
,False,True,baseline_tests/run_step60_duration_ramp_matrix.py,True
,False,True,baseline_tests/run_step60_duration_ramp_quality.py,True
,False,True,baseline_tests/run_step60_output_guard.py,True
,False,True,baseline_tests/run_step60_step59_regression_guard.py,True
,False,True,baseline_tests/run_step61_32_probe_matrix.py,True
,False,True,baseline_tests/run_step61_32_probe_quality.py,True
,False,True,baseline_tests/run_step61_artifact_manifest.py,True
,False,True,baseline_tests/run_step61_output_guard.py,True
,False,True,baseline_tests/run_step61_step60_regression_guard.py,True
,False,True,baseline_tests/run_step62_32_duration_matrix.py,True
,False,True,baseline_tests/run_step62_32_duration_quality.py,True
,False,True,baseline_tests/run_step62_artifact_manifest.py,True
,False,True,baseline_tests/run_step62_output_guard.py,True
,False,True,baseline_tests/run_step62_report_consistency_guard.py,True
,False,True,baseline_tests/run_step62_step61_regression_guard.py,True
,False,True,baseline_tests/run_step63_67_artifact_manifest.py,True
,False,True,baseline_tests/run_step63_67_step62_regression_guard.py,True
